iter	Logloss	Accuracy
888	0.3593505225	0.853768279
889	0.3593480697	0.853768279
890	0.3593181592	0.853768279
891	0.3592675312	0.853768279
892	0.3592539144	0.853768279
893	0.3592395678	0.853768279
894	0.3592327954	0.853768279
895	0.3591754111	0.853768279
896	0.3591555505	0.853768279
897	0.3591056233	0.853768279
898	0.3590846423	0.853768279
899	0.3590718291	0.853768279
900	0.3590267369	0.853768279
901	0.3589895651	0.853768279
902	0.3589893735	0.853768279
903	0.358976576	0.853768279
904	0.3589677036	0.853768279
905	0.3588216842	0.853768279
906	0.3588144417	0.853768279
907	0.358722559	0.853768279
908	0.3585333151	0.8571428571
909	0.3584555832	0.8571428571
910	0.3584485368	0.8571428571
911	0.3582121912	0.8571428571
912	0.3582119851	0.8571428571
913	0.3581815557	0.8571428571
914	0.3581812664	0.8571428571
915	0.3581682624	0.8571428571
916	0.3581533074	0.8571428571
917	0.3580379309	0.8571428571
918	0.3580379291	0.8571428571
919	0.3578891479	0.8571428571
920	0.3578796532	0.8571428571
921	0.357846366	0.8571428571
922	0.357830158	0.8571428571
923	0.3577398146	0.8560179978
924	0.3577355925	0.8571428571
925	0.357720869	0.8571428571
926	0.3576984705	0.8571428571
927	0.3576199644	0.8582677165
928	0.357591782	0.8582677165
929	0.3575917808	0.8582677165
930	0.3575594156	0.8582677165
931	0.3575338797	0.8571428571
932	0.3574891493	0.8582677165
933	0.3574294673	0.8593925759
934	0.3574189522	0.8593925759
935	0.3572751264	0.8593925759
936	0.3572061897	0.8593925759
937	0.3571571647	0.8593925759
938	0.3570816469	0.8593925759
939	0.3566722493	0.8593925759
940	0.3566487868	0.8593925759
941	0.3566157506	0.8593925759
942	0.3566157506	0.8593925759
943	0.3565741794	0.8593925759
944	0.3564940021	0.8593925759
945	0.3564070262	0.8593925759
946	0.3563909652	0.8593925759
947	0.3563197629	0.8593925759
948	0.3563175716	0.8593925759
949	0.356307717	0.8593925759
950	0.3561155731	0.8593925759
951	0.3560937852	0.8593925759
952	0.3559448195	0.8593925759
953	0.3558978838	0.8593925759
954	0.3558714453	0.8593925759
955	0.3557908976	0.8593925759
956	0.3557825337	0.8593925759
957	0.3557699611	0.8593925759
958	0.3557043942	0.8593925759
959	0.3555741204	0.8593925759
960	0.3555613451	0.8593925759
961	0.3554015727	0.8593925759
962	0.3553037816	0.8593925759
963	0.3553030685	0.8593925759
964	0.3551721625	0.8593925759
965	0.3551721615	0.8593925759
966	0.3551506218	0.8593925759
967	0.3551280638	0.8593925759
968	0.3551280638	0.8593925759
969	0.3550854203	0.8593925759
970	0.3550772993	0.8593925759
971	0.3550714393	0.8593925759
972	0.3550709313	0.8593925759
973	0.3550478664	0.8593925759
974	0.354991259	0.8605174353
975	0.3549764349	0.8605174353
976	0.3549577143	0.8605174353
977	0.3549369994	0.8605174353
978	0.3549062696	0.8605174353
979	0.3549041163	0.8605174353
980	0.3548544567	0.8605174353
981	0.354633371	0.8605174353
982	0.3546288071	0.8605174353
983	0.3546141032	0.8605174353
984	0.354559913	0.8616422947
985	0.3545133969	0.8616422947
986	0.3544166694	0.8605174353
987	0.3543230363	0.8616422947
988	0.3543230342	0.8616422947
989	0.3543082163	0.8616422947
990	0.3542820798	0.8616422947
991	0.3542633287	0.8616422947
992	0.3542075245	0.8616422947
993	0.3540798735	0.8605174353
994	0.3540688946	0.8605174353
995	0.3539936319	0.8605174353
996	0.3539542868	0.8616422947
997	0.3538731765	0.8616422947
998	0.3538701171	0.8616422947
999	0.3538546463	0.8616422947
